Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
ABN AMRO World Tennis Tournament,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Marozsan F.,Struff J.L.,Marozsan F.,57,45,960,1200,2.2,1.67,6-3 4-6 7-6
ABN AMRO World Tennis Tournament,2025-02-05 00:00:00,ATP500,Indoor,Hard,1st Round,3,Berrettini M.,Griekspoor T.,Griekspoor T.,33,43,1430,1230,1.57,2.38,3-6 7-6 6-7
ABN AMRO World Tennis Tournament,2025-02-05 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Bellucci M.,Medvedev D.,Bellucci M.,92,7,624,3780,3.5,1.3,6-3 6-7 6-3
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Mensik J.,De Minaur A.,De Minaur A.,47,8,1182,3735,3.0,1.4,4-6 4-6
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Altmaier D.,Fils A.,Altmaier D.,93,19,622,2330,4.0,1.25,6-4 3-6 7-5
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Marozsan F.,Rublev A.,Rublev A.,57,10,960,3220,4.0,1.25,6-7 6-7
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Tsitsipas S.,Griekspoor T.,Tsitsipas S.,12,43,3005,1230,1.73,2.1,6-7 7-6 7-5
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Vavassori A.,Alcaraz C.,Alcaraz C.,317,3,163,7010,9.0,1.07,2-6 1-6
ABN AMRO World Tennis Tournament,2025-02-06 00:00:00,ATP500,Indoor,Hard,2nd Round,3,Martinez P.,Rune H.,Martinez P.,44,14,1205,2970,4.5,1.2,6-4 6-1
ABN AMRO World Tennis Tournament,2025-02-07 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Altmaier D.,De Minaur A.,De Minaur A.,93,8,622,3735,10.0,1.06,1-6 4-6
ABN AMRO World Tennis Tournament,2025-02-07 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Bellucci M.,Tsitsipas S.,Bellucci M.,92,12,624,3005,2.75,1.44,6-4 6-2
ABN AMRO World Tennis Tournament,2025-02-07 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Martinez P.,Alcaraz C.,Alcaraz C.,44,3,1205,7010,11.0,1.05,2-6 1-6
ABN AMRO World Tennis Tournament,2025-02-07 00:00:00,ATP500,Indoor,Hard,Quarterfinals,3,Hurkacz H.,Rublev A.,Hurkacz H.,21,10,2205,3220,2.1,1.73,6-7 6-3 6-4
ABN AMRO World Tennis Tournament,2025-02-08 00:00:00,ATP500,Indoor,Hard,Semifinals,3,Bellucci M.,De Minaur A.,De Minaur A.,92,8,624,3735,4.5,1.17,1-6 2-6
ABN AMRO World Tennis Tournament,2025-02-08 00:00:00,ATP500,Indoor,Hard,Semifinals,3,Alcaraz C.,Hurkacz H.,Alcaraz C.,3,21,7010,2205,1.25,4.0,6-4 6-7 6-3
ABN AMRO World Tennis Tournament,2025-02-09 00:00:00,ATP500,Indoor,Hard,The Final,3,De Minaur A.,Alcaraz C.,Alcaraz C.,8,3,3735,7010,3.2,1.36,4-6 6-3 2-6
Argentina Open,2025-02-10 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Carballes Baena R.,Lajovic D.,81,50,717,1071,2.5,1.53,7-6 7-5
Argentina Open,2025-02-10 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Muller A.,Djere L.,Djere L.,58,112,953,525,2.38,1.57,3-6 3-6
Argentina Open,2025-02-10 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Diaz Acosta F.,Seyboth Wild T.,77,75,732,748,2.2,1.67,3-6 6-2 6-3
Argentina Open,2025-02-11 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Comesana F.,Navone M.,Navone M.,84,47,674,1158,3.0,1.4,4-6 4-6
Argentina Open,2025-02-11 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Ugo Carabelli C.,Baez S.,31,87,1535,672,1.4,3.0,6-4 6-4
Argentina Open,2025-02-11 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Cerundolo J.M.,Cerundolo J.M.,141,139,428,432,1.8,2.0,6-7 7-5 5-7
Argentina Open,2025-02-11 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Cerundolo F.,Darderi L.,Cerundolo F.,28,59,1670,945,1.36,3.2,6-4 6-4
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Fonseca J.,Fonseca J.,44,99,1240,600,2.0,1.8,3-6 3-6
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Gaston H.,Coria F.,115,91,501,649,1.67,2.2,6-3 6-2
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,Martinez P.,Martinez P.,90,41,654,1295,3.2,1.36,6-0 2-6 6-7
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Schwartzman D.,Jarry N.,Schwartzman D.,386,40,124,1340,4.33,1.22,7-6 4-6 6-3
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Nagal S.,Moutet C.,Moutet C.,129,66,473,872,2.75,1.44,5-7 2-6
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Tabilo A.,Djere L.,112,27,525,1705,1.53,2.5,2-6 6-1 7-6
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Zverev A.,Zverev A.,81,2,717,8135,6.5,1.11,4-6 4-6
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Seyboth Wild T.,Baez S.,Seyboth Wild T.,77,31,732,1535,2.63,1.5,6-3 6-4
Argentina Open,2025-02-12 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo J.M.,Cerundolo F.,Cerundolo F.,139,28,432,1670,5.0,1.17,2-6 3-6
Argentina Open,2025-02-13 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Fonseca J.,Coria F.,Fonseca J.,99,115,600,501,1.13,6.0,2-6 6-4 6-2
Argentina Open,2025-02-13 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Martinez P.,Martinez P.,386,41,124,1295,3.2,1.36,2-6 2-6
Argentina Open,2025-02-13 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Navone M.,Rune H.,Navone M.,47,12,1158,3010,2.38,1.57,6-1 7-6
Argentina Open,2025-02-13 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Moutet C.,Musetti L.,Musetti L.,66,16,872,2650,3.5,1.3,2-6 3-6
Argentina Open,2025-02-14 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Seyboth Wild T.,Djere L.,112,77,525,732,1.73,2.1,7-6 6-3
Argentina Open,2025-02-14 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Navone M.,Fonseca J.,Fonseca J.,47,99,1158,600,2.38,1.57,6-3 4-6 5-7
Argentina Open,2025-02-14 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,Zverev A.,Cerundolo F.,28,2,1670,8135,3.5,1.3,3-6 6-3 6-2
Argentina Open,2025-02-15 00:00:00,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,Fonseca J.,Fonseca J.,112,99,525,600,2.3,1.62,6-7 7-5 1-6
Argentina Open,2025-02-15 00:00:00,ATP250,Outdoor,Clay,Semifinals,3,Cerundolo F.,Martinez P.,Cerundolo F.,28,41,1670,1295,1.3,3.5,6-2 6-4
Argentina Open,2025-02-16 00:00:00,ATP250,Outdoor,Clay,The Final,3,Cerundolo F.,Fonseca J.,Fonseca J.,28,99,1670,600,1.62,2.3,4-6 6-7
Delray Beach Open,2025-02-10 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Gojo B.,Kecmanovic M.,56,414,996,111,1.36,3.2,6-4 6-4
Delray Beach Open,2025-02-10 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Svajda Z.,Norrie C.,Norrie C.,169,61,339,934,2.75,1.44,5-7 4-6
Delray Beach Open,2025-02-10 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Quinn E.,Boyer T.,Quinn E.,150,113,382,524,2.0,1.8,6-2 6-7 7-6
Delray Beach Open,2025-02-10 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Mmoh M.,Mmoh M.,88,328,668,156,1.91,1.91,5-7 6-7
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Trotter J.K.,Nakashima B.,43,182,1250,321,1.33,3.4,7-6 6-1
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Nishioka Y.,Nishioka Y.,67,63,868,922,2.2,1.67,3-6 4-6
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Daniel T.,Davidovich Fokina A.,60,119,940,494,1.3,3.5,6-2 7-6
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Bu Y.,Bu Y.,72,69,784,830,2.2,1.67,2-6 0-6
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Popko D.,Rinderknech A.,65,208,899,289,1.13,6.0,6-2 6-4
Delray Beach Open,2025-02-11 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,McDonald M.,McDonald M.,71,123,793,488,1.5,2.63,6-7 6-4 5-7
Delray Beach Open,2025-02-12 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Eubanks C.,Opelka R.,121,104,491,567,1.44,2.75,6-3 7-6
Delray Beach Open,2025-02-12 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Tien L.,Tien L.,89,82,655,707,3.0,1.4,4-6 3-6
Delray Beach Open,2025-02-12 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Rinderknech A.,Norrie C.,61,65,934,899,1.4,3.0,7-6 6-2
Delray Beach Open,2025-02-12 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Quinn E.,Giron M.,Giron M.,150,49,382,1125,3.2,1.36,3-6 4-6
Delray Beach Open,2025-02-13 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,Opelka R.,Nakashima B.,43,121,1250,491,2.0,1.8,3-6 7-5 6-2
Delray Beach Open,2025-02-13 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,McDonald M.,Davidovich Fokina A.,Davidovich Fokina A.,123,60,488,940,2.63,1.5,2-6 7-5 0-6
Delray Beach Open,2025-02-13 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Arnaldi M.,Tien L.,Arnaldi M.,38,82,1355,707,1.73,2.1,7-6 4-6 7-6
Delray Beach Open,2025-02-14 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Bu Y.,Fritz T.,Fritz T.,69,4,830,5100,8.0,1.08,6-7 2-6
Delray Beach Open,2025-02-14 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Giron M.,Kecmanovic M.,56,49,996,1125,2.0,1.8,2-6 6-4 6-2
Delray Beach Open,2025-02-14 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Michelsen A.,Michelsen A.,61,37,934,1370,2.2,1.67,6-7 5-7
Delray Beach Open,2025-02-14 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Arnaldi M.,Nakashima B.,Arnaldi M.,38,43,1355,1250,2.3,1.62,7-6 6-4
Delray Beach Open,2025-02-15 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz T.,Davidovich Fokina A.,Davidovich Fokina A.,4,60,5100,940,1.2,4.5,6-7 6-7
Delray Beach Open,2025-02-15 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Kecmanovic M.,Michelsen A.,Kecmanovic M.,56,37,996,1370,2.3,1.62,7-6 6-3
Delray Beach Open,2025-02-16 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Arnaldi M.,Davidovich Fokina A.,Davidovich Fokina A.,38,60,1355,940,1.67,2.2,4-6 4-6
Delray Beach Open,2025-02-16 00:00:00,ATP250,Outdoor,Hard,The Final,3,Kecmanovic M.,Davidovich Fokina A.,Kecmanovic M.,56,60,996,940,1.8,2.0,3-6 6-1 7-5
Open 13,2025-02-10 00:00:00,ATP250,Indoor,Hard,1st Round,3,Collignon R.,Medjedovic H.,Medjedovic H.,122,96,491,617,3.4,1.33,3-6 4-6
Open 13,2025-02-10 00:00:00,ATP250,Indoor,Hard,1st Round,3,Virtanen O.,Korda S.,Virtanen O.,98,23,614,2000,3.2,1.36,6-7 7-6 6-4
Open 13,2025-02-10 00:00:00,ATP250,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Sonego L.,Sonego L.,85,35,672,1376,2.0,1.8,1-6 6-3 3-6
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Nardi L.,Altmaier D.,80,83,728,681,2.0,1.8,6-2 6-2
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Bublik A.,Bublik A.,128,48,478,1130,2.3,1.62,4-6 4-6
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Van Assche L.,Bonzi B.,Van Assche L.,164,64,346,911,2.63,1.5,3-6 6-3 7-6
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Guinard M.,Struff J.L.,Struff J.L.,280,46,191,1200,4.5,1.2,5-7 6-7
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Borges N.,Wawrinka S.,Borges N.,39,158,1345,361,1.57,2.38,6-7 7-6 6-3
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Chidekh C.,Bergs Z.,Bergs Z.,189,62,317,932,3.2,1.36,4-6 4-6
Open 13,2025-02-11 00:00:00,ATP250,Indoor,Hard,1st Round,3,Zhang Zh.,Halys Q.,Zhang Zh.,52,74,1050,756,1.73,2.1,6-3 6-7 7-6
Open 13,2025-02-12 00:00:00,ATP250,Indoor,Hard,1st Round,3,Gea A.,Grenier H.,Grenier H.,306,202,171,306,1.73,2.1,5-7 4-6
Open 13,2025-02-12 00:00:00,ATP250,Indoor,Hard,1st Round,3,Herbert P.,Mayot H.,Herbert P.,192,136,315,447,1.91,1.91,2-6 7-5 6-3
Open 13,2025-02-12 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Virtanen O.,Altmaier D.,Altmaier D.,98,80,614,728,1.73,2.1,4-6 3-6
Open 13,2025-02-12 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Medjedovic H.,Khachanov K.,Medjedovic H.,96,21,617,2210,2.3,1.62,6-2 6-3
Open 13,2025-02-12 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Humbert U.,Humbert U.,48,17,1130,2625,3.75,1.29,6-7 4-6
Open 13,2025-02-13 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Bergs Z.,Borges N.,Bergs Z.,62,39,932,1345,1.73,2.1,6-2 6-7 6-2
Open 13,2025-02-13 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Hurkacz H.,Zhang Zh.,Zhang Zh.,20,52,2305,1050,1.25,4.0,4-6 7-6 3-6
Open 13,2025-02-13 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Medvedev D.,Herbert P.,Medvedev D.,8,192,3830,315,1.14,5.5,6-2 6-4
Open 13,2025-02-13 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Grenier H.,Struff J.L.,Struff J.L.,202,46,306,1200,3.2,1.36,4-6 7-5 4-6
Open 13,2025-02-14 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Humbert U.,Sonego L.,Humbert U.,17,35,2625,1376,1.36,3.2,6-4 6-4
Open 13,2025-02-14 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Struff J.L.,Medvedev D.,Medvedev D.,46,8,1200,3830,4.33,1.19,3-6 2-6
Open 13,2025-02-14 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Medjedovic H.,Altmaier D.,Medjedovic H.,96,80,617,728,1.44,2.75,7-5 6-7 6-4
Open 13,2025-02-15 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Bergs Z.,Humbert U.,Humbert U.,62,17,932,2625,3.2,1.36,4-6 4-6
Open 13,2025-02-15 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Medjedovic H.,Medvedev D.,Medjedovic H.,96,8,617,3830,3.75,1.29,6-3 6-2
Open 13,2025-02-16 00:00:00,ATP250,Indoor,Hard,The Final,3,Medjedovic H.,Humbert U.,Humbert U.,96,17,617,2625,3.0,1.4,6-7 4-6
Qatar Exxon Mobil Open,2025-02-17 00:00:00,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Habib H.,O Connell C.,82,166,730,341,1.3,3.5,7-6 7-6
Qatar Exxon Mobil Open,2025-02-17 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,Lehecka J.,Lehecka J.,15,25,2745,1835,2.1,1.73,4-6 4-6
Qatar Exxon Mobil Open,2025-02-17 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Marozsan F.,Dougaz A.,Marozsan F.,57,216,1010,265,1.17,5.0,7-5 6-3
Qatar Exxon Mobil Open,2025-02-17 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Cilic M.,Alcaraz C.,Alcaraz C.,192,3,313,7410,17.0,1.03,4-6 4-6
Qatar Exxon Mobil Open,2025-02-17 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Draper J.,Popyrin A.,Draper J.,16,27,2680,1800,1.4,3.0,6-2 7-6
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,De Minaur A.,De Minaur A.,71,8,823,3735,8.0,1.08,1-6 5-7
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Shelbayh A.,Van De Zandschulp B.,87,267,672,201,1.2,4.5,7-5 6-3
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Zhang Zh.,Nardi L.,Nardi L.,49,85,1100,674,1.62,2.3,4-6 3-6
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Borges N.,Virtanen O.,Borges N.,39,92,1345,639,1.4,3.0,7-6 6-3
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Bergs Z.,Bergs Z.,54,58,1052,1007,2.1,1.73,4-6 6-7
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Griekspoor T.,Struff J.L.,Griekspoor T.,51,44,1080,1200,1.57,2.38,7-6 7-6
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Bublik A.,Rublev A.,Rublev A.,48,10,1105,3220,3.75,1.29,3-6 4-6
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Khachanov K.,Medvedev D.,6,21,3930,2210,1.57,2.38,4-6 7-5 6-3
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Halys Q.,Auger-Aliassime F.,Auger-Aliassime F.,79,23,734,1965,4.0,1.25,6-4 4-6 6-7
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Djokovic N.,Berrettini M.,35,7,1430,3900,3.75,1.29,7-6 6-2
Qatar Exxon Mobil Open,2025-02-18 00:00:00,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Medjedovic H.,Medjedovic H.,11,73,3095,782,1.44,2.75,6-7 7-5 6-7
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,De Minaur A.,Van De Zandschulp B.,De Minaur A.,8,87,3735,672,1.14,5.5,6-4 6-4
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Borges N.,Rublev A.,Rublev A.,39,10,1345,3220,3.5,1.3,3-6 4-6
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Draper J.,O Connell C.,Draper J.,16,82,2680,730,1.2,4.5,6-2 6-1
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Bergs Z.,Medvedev D.,Medvedev D.,58,6,1007,3930,3.2,1.36,2-6 1-6
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Marozsan F.,Lehecka J.,25,57,1835,1010,1.3,3.5,6-4 6-2
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Nardi L.,Alcaraz C.,Alcaraz C.,85,3,674,7410,15.0,1.03,1-6 6-4 3-6
Qatar Exxon Mobil Open,2025-02-19 00:00:00,ATP500,Outdoor,Hard,2nd Round,3,Berrettini M.,Griekspoor T.,Berrettini M.,35,51,1430,1080,1.4,3.0,7-6 6-7 6-4
Qatar Exxon Mobil Open,2025-02-20 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Rublev A.,Rublev A.,8,10,3735,3220,1.67,2.2,1-6 6-3 6-7
Qatar Exxon Mobil Open,2025-02-20 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Alcaraz C.,Lehecka J.,25,3,1835,7410,4.0,1.25,6-3 3-6 6-4
Qatar Exxon Mobil Open,2025-02-20 00:00:00,ATP500,Outdoor,Hard,Quarterfinals,3,Berrettini M.,Draper J.,Draper J.,35,16,1430,2680,2.2,1.67,6-4 4-6 3-6
Qatar Exxon Mobil Open,2025-02-21 00:00:00,ATP500,Outdoor,Hard,Semifinals,3,Rublev A.,Auger-Aliassime F.,Rublev A.,10,23,3220,1965,1.67,2.2,7-5 4-6 7-6
Qatar Exxon Mobil Open,2025-02-21 00:00:00,ATP500,Outdoor,Hard,Semifinals,3,Lehecka J.,Draper J.,Draper J.,25,16,1835,2680,2.2,1.67,6-3 6-7 3-6
Qatar Exxon Mobil Open,2025-02-22 00:00:00,ATP500,Outdoor,Hard,The Final,3,Rublev A.,Draper J.,Rublev A.,10,16,3220,2680,2.0,1.8,7-5 5-7 6-1
Rio Open,2025-02-17 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Meligeni Alves F.,Shevchenko A.,Shevchenko A.,149,103,382,568,1.67,2.2,4-6 2-6
Rio Open,2025-02-17 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Cerundolo J.M.,Jarry N.,47,127,1175,464,1.4,3.0,4-6 6-3 6-4
Rio Open,2025-02-17 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Heide G.,Comesana F.,Comesana F.,162,86,359,673,2.3,1.62,6-7 7-6 3-6
Rio Open,2025-02-17 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Diaz Acosta F.,Monteiro T.,99,119,590,498,1.8,2.0,3-6 6-3 7-6
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Munar J.,Munar J.,75,55,757,1032,2.1,1.73,4-6 6-3 0-6
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Tseng C.H.,Tabilo A.,Tseng C.H.,125,28,480,1690,4.0,1.25,6-2 7-5
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Burruchaga R.,Baez S.,Baez S.,137,31,435,1510,3.39,1.34,3-6 5-7
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Dzumhur D.,Lajovic D.,Dzumhur D.,97,83,619,692,2.75,1.44,6-3 6-4
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Moutet C.,Etcheverry T.,Etcheverry T.,66,43,897,1215,3.2,1.36,3-6 6-7
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Navone M.,Carballes Baena R.,Navone M.,46,53,1195,1071,1.53,2.5,6-4 6-3
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Barrios M.,Faria J.,Faria J.,139,107,432,561,1.62,2.3,2-6 5-7
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Gaston H.,Cerundolo F.,26,93,1825,636,1.14,5.5,7-6 6-0
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Bu Y.,Zverev A.,Zverev A.,69,2,847,8135,13.0,1.04,6-7 4-6
Rio Open,2025-02-18 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Martinez P.,Ugo Carabelli C.,91,37,644,1385,2.75,1.44,4-6 6-3 6-3
Rio Open,2025-02-19 00:00:00,ATP500,Outdoor,Clay,1st Round,3,Fonseca J.,Muller A.,Muller A.,68,60,850,953,1.17,5.0,1-6 6-7
Rio Open,2025-02-19 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Comesana F.,Jarry N.,Comesana F.,86,47,673,1175,2.5,1.53,7-6 6-7 7-6
Rio Open,2025-02-19 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Navone M.,Baez S.,Baez S.,46,31,1195,1510,1.73,2.1,4-6 6-1 3-6
Rio Open,2025-02-19 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Zverev A.,Shevchenko A.,Zverev A.,2,103,8135,568,1.08,8.0,7-6 7-6
Rio Open,2025-02-20 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Monteiro T.,Tseng C.H.,Tseng C.H.,99,125,590,480,1.44,2.75,7-6 3-6 6-7
Rio Open,2025-02-20 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Faria J.,Munar J.,Faria J.,107,55,561,1032,3.4,1.33,6-4 2-6 6-3
Rio Open,2025-02-20 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Dzumhur D.,Ugo Carabelli C.,Ugo Carabelli C.,97,91,619,644,2.3,1.62,4-6 4-6
Rio Open,2025-02-20 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo F.,Darderi L.,Cerundolo F.,26,61,1825,945,1.29,3.75,6-7 6-3 6-2
Rio Open,2025-02-21 00:00:00,ATP500,Outdoor,Clay,2nd Round,3,Etcheverry T.,Muller A.,Muller A.,43,60,1215,953,1.44,2.75,5-7 6-7
Rio Open,2025-02-21 00:00:00,ATP500,Outdoor,Clay,Quarterfinals,3,Baez S.,Tseng C.H.,Baez S.,31,125,1510,480,1.36,3.2,6-4 6-1
