Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Brisbane International,2024-12-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Goffin D.,Vukic A.,68,52,778,1037,2.0,1.8,6-2 6-3
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Michelsen A.,Michelsen A.,64,41,795,1245,2.75,1.44,4-6 6-4 6-7
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tabilo A.,Bonzi B.,75,23,730,1943,1.67,2.2,6-7 7-6 6-4
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Nishioka Y.,Nishioka Y.,59,69,927,776,2.5,1.53,3-6 4-6
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Berrettini M.,Thompson J.,26,34,1745,1380,2.63,1.5,3-6 6-3 6-4
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Navone M.,Jarry N.,Jarry N.,47,35,1148,1370,3.2,1.36,5-7 6-7
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Hanfmann Y.,Dimitrov G.,10,96,3350,627,1.14,5.5,7-6 6-3
Brisbane International,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Rune H.,Lehecka J.,Lehecka J.,13,28,3025,1660,1.53,2.5,5-7 3-6
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Gomez F.,Opelka R.,293,137,176,442,1.5,2.63,7-5 6-4
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Arnaldi M.,Arnaldi M.,24,37,1865,1345,1.53,2.5,3-6 2-6
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Walton A.,Tiafoe F.,18,93,2585,636,1.22,4.33,7-6 6-3
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Mensik J.,Mensik J.,113,48,542,1136,3.75,1.29,6-7 4-6
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Cazaux A.,Lajovic D.,81,63,710,807,1.27,3.7,6-4 6-4
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Basavareddy N.,Monfils G.,Monfils G.,138,55,440,1005,2.3,1.62,4-6 6-4 1-6
Brisbane International,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Hijikata R.,Djokovic N.,7,73,3910,746,1.04,13.0,6-3 6-3
Brisbane International,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Lehecka J.,Lehecka J.,69,28,776,1660,3.2,1.36,2-6 7-6 4-6
Brisbane International,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Jarry N.,Bonzi B.,Jarry N.,35,75,1370,730,2.63,1.5,6-2 6-3
Brisbane International,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Vukic A.,Dimitrov G.,Dimitrov G.,68,10,778,3350,4.5,1.2,2-6 6-7
Brisbane International,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Michelsen A.,Thompson J.,26,41,1745,1245,1.67,2.2,7-5 6-3
Brisbane International,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Lajovic D.,Mensik J.,Mensik J.,81,48,710,1136,4.0,1.25,3-6 2-6
Brisbane International,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Arnaldi M.,Opelka R.,293,37,176,1345,2.5,1.53,7-6 7-6
Brisbane International,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Mpetshi G.,Mpetshi G.,18,31,2585,1561,1.8,2.0,4-6 6-7
Brisbane International,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Monfils G.,Djokovic N.,7,55,3910,1005,1.06,10.0,6-3 6-3
Brisbane International,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Jarry N.,Lehecka J.,Lehecka J.,35,28,1370,1660,3.2,1.36,4-6 4-6
Brisbane International,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Mpetshi G.,Mensik J.,Mpetshi G.,31,48,1561,1136,1.73,2.1,7-5 7-6
Brisbane International,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Opelka R.,Opelka R.,7,293,3910,176,1.05,11.0,6-7 3-6
Brisbane International,2025-01-04 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Opelka R.,Mpetshi G.,Opelka R.,293,31,176,1561,2.2,1.67,6-3 7-6
Hong Kong Tennis Open,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Darderi L.,Kecmanovic M.,Kecmanovic M.,44,54,1198,1021,3.5,1.3,3-6 3-6
Hong Kong Tennis Open,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Safiullin R.,Marozsan F.,58,60,935,923,2.63,1.5,6-1 7-6
Hong Kong Tennis Open,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Sonego L.,Sonego L.,38,53,1335,1026,1.57,2.38,6-7 3-6
Hong Kong Tennis Open,2024-12-30 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Tien L.,Norrie C.,49,122,1119,493,1.67,2.2,6-3 7-5
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Moro Canas A.,Bergs Z.,Bergs Z.,169,71,345,768,2.75,1.44,4-6 4-6
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Huesler M.A.,Muller A.,67,159,778,376,2.2,1.67,2-6 6-4 6-3
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Borges N.,Borges N.,65,36,784,1355,1.8,2.0,6-3 3-6 6-7
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Davidovich Fokina A.,Munar J.,62,61,832,845,3.2,1.36,4-6 6-3 6-3
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Passaro F.,Martinez P.,Martinez P.,108,43,570,1205,2.0,1.8,4-6 4-6
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Shapovalov D.,Nishikori K.,106,56,578,981,2.5,1.53,6-2 6-3
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Diallo G.,Diallo G.,57,87,981,643,3.0,1.4,6-4 6-7 5-7
Hong Kong Tennis Open,2024-12-31 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Shang J.,Wong C.,Shang J.,50,170,1115,340,1.3,3.5,7-6 6-4
Hong Kong Tennis Open,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Muller A.,Muller A.,54,67,1021,778,1.4,3.0,7-5 6-7 6-7
Hong Kong Tennis Open,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Sonego L.,Norrie C.,49,53,1119,1026,1.57,2.38,6-2 4-6 6-1
Hong Kong Tennis Open,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Bergs Z.,Fils A.,Fils A.,71,20,768,2355,2.75,1.44,6-7 4-6
Hong Kong Tennis Open,2025-01-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Khachanov K.,Nishikori K.,106,19,578,2410,2.2,1.67,4-6 6-3 7-5
Hong Kong Tennis Open,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Borges N.,Munar J.,Munar J.,36,62,1355,832,1.53,2.5,3-6 5-7
Hong Kong Tennis Open,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Musetti L.,Diallo G.,Musetti L.,17,87,2600,643,1.62,2.3,6-4 6-3
Hong Kong Tennis Open,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Martinez P.,Shang J.,Shang J.,43,50,1205,1115,3.5,1.3,3-6 1-6
Hong Kong Tennis Open,2025-01-02 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Marozsan F.,Rublev A.,Marozsan F.,58,8,935,3760,4.0,1.25,7-5 3-6 6-3
Hong Kong Tennis Open,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Fils A.,Muller A.,Muller A.,20,67,2355,778,1.25,4.0,6-3 3-6 1-6
Hong Kong Tennis Open,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Munar J.,Musetti L.,Munar J.,62,17,832,2600,3.5,1.3,2-6 7-6 7-5
Hong Kong Tennis Open,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Marozsan F.,Shang J.,Shang J.,58,50,935,1115,2.3,1.62,6-1 3-6 4-6
Hong Kong Tennis Open,2025-01-03 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Norrie C.,Nishikori K.,106,49,578,1119,1.73,2.1,6-3 3-6 6-2
Hong Kong Tennis Open,2025-01-04 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Munar J.,Muller A.,Muller A.,62,67,832,778,1.8,2.0,6-7 4-6
Hong Kong Tennis Open,2025-01-05 00:00:00,ATP250,Outdoor,Hard,The Final,3,Muller A.,Nishikori K.,Muller A.,67,106,778,578,3.5,1.3,2-6 6-1 6-3
Adelaide International,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Zhang Zh.,Shapovalov D.,Shapovalov D.,47,58,1140,981,2.3,1.62,3-6 4-6
Adelaide International,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Bautista Agut R.,Davidovich Fokina A.,68,51,775,1067,1.73,2.1,7-5 6-2
Adelaide International,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,O Connell C.,O Connell C.,60,64,927,795,2.3,1.62,5-7 6-7
Adelaide International,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Nishioka Y.,Kokkinakis T.,77,63,716,807,1.57,2.38,6-3 3-6 6-3
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Tu L.,Tu L.,94,179,624,323,1.67,2.2,1-6 5-7
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Guinard M.,Safiullin R.,Guinard M.,261,62,209,823,5.0,1.17,7-6 2-6 6-1
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Giron M.,Giron M.,67,45,778,1150,1.8,2.0,2-6 6-3 3-6
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bublik A.,Kecmanovic M.,55,33,1021,1420,1.62,2.3,6-4 6-2
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Cazaux A.,Cazaux A.,91,80,636,707,2.38,1.57,5-7 1-6
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Hanfmann Y.,Nakashima B.,37,98,1335,615,1.3,3.5,6-1 2-6 6-3
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Hijikata R.,Hijikata R.,53,79,1029,712,1.62,2.3,1-6 2-6
Adelaide International,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,Schoolkate T.,Etcheverry T.,39,173,1315,336,1.3,3.5,7-6 6-3
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Cazaux A.,Auger-Aliassime F.,Auger-Aliassime F.,80,29,707,1680,2.75,1.44,6-1 4-6 5-7
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Shapovalov D.,Giron M.,45,58,1150,981,2.75,1.44,7-5 6-2
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,O Connell C.,Kecmanovic M.,Kecmanovic M.,64,55,795,1021,1.91,1.91,6-7 2-6
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Hijikata R.,Nakashima B.,Hijikata R.,79,37,712,1335,3.0,1.4,6-2 3-6 7-6
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Tu L.,Bonzi B.,Bonzi B.,179,70,323,762,2.75,1.44,3-6 3-6
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Davidovich Fokina A.,Korda S.,22,68,1985,775,2.2,1.67,6-3 6-3
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Guinard M.,Paul T.,Paul T.,261,12,209,3145,9.0,1.07,4-6 6-3 3-6
Adelaide International,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Etcheverry T.,Kokkinakis T.,77,39,716,1315,1.57,2.38,7-5 4-6 7-6
Adelaide International,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Hijikata R.,Paul T.,Paul T.,79,12,712,3145,3.5,1.3,3-6 4-6
Adelaide International,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Giron M.,Auger-Aliassime F.,29,45,1680,1150,1.62,2.3,7-6 6-3
Adelaide International,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Bonzi B.,Kecmanovic M.,Kecmanovic M.,70,55,762,1021,2.3,1.62,2-6 3-6
Adelaide International,2025-01-10 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Auger-Aliassime F.,Paul T.,Auger-Aliassime F.,29,12,1680,3145,2.2,1.67,7-6 3-6 6-4
Adelaide International,2025-01-10 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Kecmanovic M.,Korda S.,Korda S.,55,22,1021,1985,2.0,1.8,3-6 6-7
Adelaide International,2025-01-11 00:00:00,ATP250,Outdoor,Hard,The Final,3,Auger-Aliassime F.,Korda S.,Auger-Aliassime F.,29,22,1680,1985,2.1,1.73,6-3 3-6 6-1
ASB Classic,2025-01-05 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Darderi L.,Borges N.,Borges N.,44,36,1198,1370,3.2,1.36,7-5 3-6 5-7
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Altmaier D.,Carballes Baena R.,59,93,981,625,1.3,3.5,6-3 3-6 7-5
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Becroft I.,Bergs Z.,Bergs Z.,980,66,15,783,17.0,1.03,3-6 5-7
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Nagal S.,Michelsen A.,41,96,1245,622,1.17,5.0,6-7 6-4 6-2
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Navone M.,Navone M.,73,46,744,1148,1.5,2.63,6-7 7-6 1-6
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Diallo G.,Sonego L.,54,87,1026,646,2.0,1.8,7-6 2-6 7-6
ASB Classic,2025-01-06 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Diaz Acosta F.,Diaz Acosta F.,48,78,1124,714,1.2,4.5,2-6 3-6
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Martinez P.,Monfils G.,52,43,1030,1220,1.25,4.0,1-6 7-6 6-3
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Struff J.L.,Struff J.L.,65,42,784,1225,2.0,1.8,3-6 4-6
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Basavareddy N.,Comesana F.,Basavareddy N.,133,85,453,661,1.22,4.33,6-2 6-2
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Carreno Busta P.,Mensik J.,Mensik J.,184,49,317,1122,4.0,1.25,0-6 6-4 5-7
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Basavareddy N.,Tabilo A.,Basavareddy N.,133,23,453,1943,1.8,2.0,6-4 5-7 6-4
ASB Classic,2025-01-07 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Nardi L.,Bergs Z.,Bergs Z.,90,66,637,783,2.3,1.62,1-6 4-6
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Michelsen A.,Sonego L.,Michelsen A.,41,54,1245,1026,1.57,2.38,7-6 6-2
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Baez S.,Diaz Acosta F.,Diaz Acosta F.,28,78,1690,714,2.0,1.8,4-6 6-7
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Cerundolo F.,Carballes Baena R.,59,31,981,1620,2.63,1.5,6-2 7-5
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,Monfils G.,Monfils G.,42,52,1225,1030,1.67,2.2,1-6 6-7
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Borges N.,Navone M.,Borges N.,36,46,1370,1148,1.4,3.0,4-6 7-5 6-4
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Shelton B.,Mensik J.,Mensik J.,21,49,2330,1122,1.73,2.1,6-7 6-4 5-7
ASB Classic,2025-01-08 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Basavareddy N.,Michelsen A.,Basavareddy N.,133,41,453,1245,2.5,1.53,2-6 6-2 6-4
ASB Classic,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Diaz Acosta F.,Monfils G.,Monfils G.,78,52,714,1030,3.5,1.3,3-6 1-6
ASB Classic,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Bergs Z.,Carballes Baena R.,Bergs Z.,66,59,783,981,1.62,2.3,1-6 6-2 6-3
ASB Classic,2025-01-09 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Mensik J.,Borges N.,Borges N.,49,36,1122,1370,1.44,2.75,7-6 2-6 6-7
ASB Classic,2025-01-10 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Monfils G.,Basavareddy N.,Monfils G.,52,133,1030,453,1.67,2.2,7-6 6-4
ASB Classic,2025-01-10 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Borges N.,Bergs Z.,Bergs Z.,36,66,1370,783,1.91,1.91,2-6 6-3 5-7
ASB Classic,2025-01-11 00:00:00,ATP250,Outdoor,Hard,The Final,3,Monfils G.,Bergs Z.,Monfils G.,52,66,1030,783,1.53,2.5,6-3 6-4
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Jasika O.,Gaston H.,Gaston H.,179,81,323,703,3.2,1.36,2-6 6-3 2-6 2-6
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Fils A.,Virtanen O.,Fils A.,21,93,2280,627,1.13,6.0,3-6 7-6 6-4 6-4
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Nishikori K.,Nishikori K.,105,76,566,743,4.5,1.2,6-4 7-6 5-7 2-6 3-6
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Munar J.,Ruud C.,6,62,4210,922,1.17,5.0,6-3 1-6 7-5 2-6 6-1
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Bu Y.,Habib H.,Habib H.,67,219,784,264,1.36,3.2,6-7 4-6 6-7
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Tu L.,Lehecka J.,29,168,1660,342,1.07,9.0,6-1 3-6 6-3 7-6
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Machac T.,Machac T.,91,25,635,1805,13.0,1.04,3-6 1-6 5-7
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Gigante M.,Humbert U.,14,145,2765,403,1.08,8.0,7-6 7-5 6-4
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Onclin G.,Opelka R.,Opelka R.,239,170,242,341,3.75,1.29,6-3 6-7 3-6 2-6
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Halys Q.,Walton A.,Halys Q.,74,90,756,636,2.0,1.8,4-6 4-6 6-4 7-6 7-5
Australian Open,2025-01-12 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Zverev A.,Zverev A.,103,2,575,7635,19.0,1.02,4-6 4-6 4-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Rinderknech A.,Tiafoe F.,16,61,2560,927,1.25,4.0,7-6 6-3 4-6 6-7 6-3
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Tabilo A.,Carballes Baena R.,Carballes Baena R.,26,57,1705,981,1.5,2.63,6-1 2-6 3-6 6-7
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Basilashvili N.,Mensik J.,48,206,1162,273,1.17,5.0,6-1 6-7 6-3 6-3
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Michelsen A.,Michelsen A.,12,42,3195,1270,1.53,2.5,5-7 3-6 6-2 4-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Muller A.,Borges N.,33,58,1445,965,1.67,2.2,6-7 6-3 6-2 7-5
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Seyboth Wild T.,Marozsan F.,Marozsan F.,79,59,732,960,3.0,1.4,3-6 7-6 5-7 7-5 5-7
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Stricker D.,Duckworth J.,89,304,637,173,1.73,2.1,6-2 6-4 6-2
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Landaluce M.,Mccabe J.,Mccabe J.,142,258,414,216,1.3,3.5,4-6 3-6 4-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Jarry N.,Sinner J.,1,36,11830,1340,1.01,26.0,7-6 7-6 6-1
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Thompson J.,Thompson J.,124,27,485,1695,3.2,1.36,6-7 4-6 6-4 3-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Schoolkate T.,Daniel T.,Schoolkate T.,173,113,336,519,2.0,1.8,6-7 7-6 6-1 6-4
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Vukic A.,Vukic A.,82,68,679,778,3.75,1.29,7-6 0-6 6-3 3-6 4-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,Navone M.,Draper J.,18,47,2530,1173,1.05,11.0,4-6 6-3 3-6 6-3 6-2
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Safiullin R.,Kokkinakis T.,Kokkinakis T.,63,71,823,766,2.38,1.57,6-3 3-6 3-6 6-7
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Cazaux A.,Baez S.,Cazaux A.,78,28,732,1690,1.4,3.0,6-3 5-7 3-6 6-0 6-3
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Dougaz A.,Nishioka Y.,Nishioka Y.,231,65,254,807,5.5,1.14,6-3 4-6 6-7 3-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Klein L.,Korda S.,22,144,2065,405,1.33,3.4,6-3 0-6 6-3 7-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Kotov P.,Faria J.,Faria J.,97,125,612,481,1.57,2.38,1-6 1-6 5-7
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Struff J.L.,Auger-Aliassime F.,23,43,1905,1240,1.44,2.75,6-3 6-0 4-6 6-1
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Shevchenko A.,Alcaraz C.,Alcaraz C.,77,3,743,7010,29.0,1.01,1-6 5-7 1-6
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Basavareddy N.,Djokovic N.,7,107,3900,566,1.04,13.0,4-6 6-3 6-4 6-2
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Bonzi B.,Bonzi B.,54,64,1029,819,2.63,1.5,1-6 2-6 6-7
Australian Open,2025-01-13 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,O Connell C.,Paul T.,11,70,3195,770,1.17,5.0,6-2 3-6 6-1 6-7 7-5
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Berrettini M.,Berrettini M.,52,34,1082,1380,3.2,1.36,7-6 4-6 1-6 3-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Lajovic D.,Kecmanovic M.,51,80,1096,717,1.17,5.0,7-5 3-6 6-3 3-6 6-3
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Khachanov K.,Khachanov K.,75,19,751,2410,7.0,1.1,6-7 3-6 3-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Diallo G.,Nardi L.,Diallo G.,86,83,646,675,1.44,2.75,6-7 7-6 5-7 6-1 6-2
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Zhang Zh.,Rune H.,Rune H.,49,13,1140,2910,3.5,1.3,6-4 3-6 4-6 6-3 4-6
Australian Open,2025-01-14 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Coric B.,Garin C.,150,87,382,639,2.1,1.73,7-5 6-1 6-2
